seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
NZ_CP010594.1||full	0.993	0.0	0.993	dsDNAphage	39986	7	45.1	7.8	39986	51	20	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP023506.1||full	0.1	0.667	0.667	ssDNA	1323	0	50.0	0.0	1323	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP023509.1||full	0.92	0.007	0.92	dsDNAphage	33751	1	11.1	8.9	33751	44	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LN890657.1||full	0.993	0.007	0.993	dsDNAphage	40517	8	27.1	5.1	40517	59	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LT604075.1||full	0.547	0.0	0.547	dsDNAphage	244565	0	18.8	12.5	244565	253	8	106	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_008014.1||0_partial	0.867	0.0	0.867	dsDNAphage	17331	6	30.0	30.0	17331	18	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_020130.1||0_partial	0.867	0.0	0.867	dsDNAphage	17331	6	30.0	30.0	17331	18	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP012476.1||0_partial	0.913	0.0	0.913	dsDNAphage	19149	1	13.5	27.0	19149	26	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP012574.1||0_partial	0.953	0.007	0.953	dsDNAphage	19110	1	11.8	8.8	19110	21	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP012864.1||0_partial	0.913	0.0	0.913	dsDNAphage	55156	3	20.6	22.2	55156	51	0	23	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP013265.1||0_partial	0.893	0.0	0.893	dsDNAphage	53136	1	23.0	14.9	53136	62	2	9	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP014527.1||0_partial	0.9	0.007	0.9	dsDNAphage	73114	10	33.9	30.6	73114	48	14	19	Yes	12375.0	60739.0	host,viral,host	32441,12375,28298	1-32441,32442-44816,44817-73114	1-10,11-29,30-48	0,14,0	9,0,10
NZ_CP020031.1||0_partial	0.907	0.0	0.907	dsDNAphage	19476	1	25.0	13.9	19476	25	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_007507.1||0_partial	0.887	0.0	0.887	dsDNAphage	67293	1	17.9	10.7	67293	76	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_007507.1||1_partial	0.907	0.0	0.907	dsDNAphage	32569	1	19.6	14.3	32569	44	4	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_003042.1||0_partial	0.833	0.0	0.833	dsDNAphage	19252	1	17.6	23.5	19252	22	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_003240.1||0_partial	0.947	0.0	0.947	dsDNAphage	26153	2	20.0	8.6	26153	35	2	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_013856.1||0_partial	0.86	0.0	0.86	dsDNAphage	40195	4	28.2	43.6	40195	27	7	10	Yes	25964.0	14231.0	viral,host	25964,14231	1-25964,25965-40195	1-16,17-27	7,0	0,10
NC_012523.1||0_partial	0.933	0.033	0.933	dsDNAphage	17060	1	13.3	16.7	17060	18	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_007103.1||0_partial	0.927	0.0	0.927	dsDNAphage	23985	1	20.5	23.1	23985	27	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_007720.1||0_partial	0.34	0.907	0.907	ssDNA	1890	1	33.3	16.7	1890	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_007901.1||0_partial	0.947	0.0	0.947	dsDNAphage	27785	1	16.3	25.6	27785	30	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_007959.1||0_partial	0.867	0.0	0.867	dsDNAphage	18298	1	22.2	19.4	18298	25	1	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_008269.1||0_partial	0.867	0.0	0.867	dsDNAphage	14816	2	18.2	22.7	14816	15	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_008739.1||0_partial	0.953	0.0	0.953	dsDNAphage	36854	1	20.7	10.3	36854	46	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_008826.1||0_partial	0.88	0.047	0.88	dsDNAphage	9347	1	8.0	8.0	9347	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_009329.1||0_partial	0.867	0.0	0.867	dsDNAphage	38323	1	25.4	13.6	38323	47	1	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_009140.1||0_partial	0.947	0.0	0.947	dsDNAphage	35283	1	21.4	19.6	35283	44	4	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_009140.1||1_partial	0.9	0.0	0.9	dsDNAphage	19527	1	12.8	25.5	19527	35	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_009929.1||0_partial	0.86	0.0	0.86	dsDNAphage	31457	1	13.2	10.5	31457	26	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_009930.1||0_partial	0.98	0.06	0.98	dsDNAphage	12529	1	20.0	20.0	12529	12	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_009931.1||0_partial	0.92	0.0	0.92	dsDNAphage	22577	1	9.4	12.5	22577	20	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_012586.1||0_partial	0.9	0.02	0.9	dsDNAphage	9137	1	30.0	45.0	9137	8	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_010180.1||0_partial	0.993	0.013	0.993	dsDNAphage	65249	12	50.0	0.0	65249	54	8	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_010180.1||1_partial	0.9	0.007	0.9	dsDNAphage	62681	8	28.3	18.9	62681	41	6	13	Yes	38648.0	24033.0	viral,host	38648,24033	1-38648,38649-62681	1-19,20-41	5,1	1,12
NC_011256.1||0_partial	0.847	0.027	0.847	dsDNAphage	19041	1	12.9	19.3	19041	19	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_010625.1||0_partial	0.907	0.0	0.907	dsDNAphage	58393	10	39.0	19.5	58393	64	19	12	Yes	43423.0	14970.0	viral,host	43423,14970	1-43423,43424-58393	1-51,52-64	19,0	1,11
NC_010625.1||1_partial	0.92	0.0	0.92	dsDNAphage	28286	2	20.5	23.1	28286	27	3	8	Yes	18113.0	10173.0	viral,host	18113,10173	1-18113,18114-28286	1-18,19-27	3,0	2,6
NC_011879.1||0_partial	0.907	0.0	0.907	dsDNAphage	33439	1	32.6	18.6	33439	32	3	6	Yes	29577.0	3862.0	viral,host	29577,3862	1-29577,29578-33439	1-27,28-32	3,0	2,4
NC_010408.1||0_partial	0.927	0.007	0.927	dsDNAphage	23151	1	11.6	7.0	23151	29	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_014214.1||0_partial	0.873	0.0	0.873	dsDNAphage	29914	1	31.4	23.5	29914	38	1	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_014390.1||0_partial	0.947	0.013	0.947	dsDNAphage	26043	1	35.5	0.0	26043	31	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_014533.1||0_partial	0.84	0.0	0.84	dsDNAphage	37236	2	13.8	17.2	37236	46	2	11	Yes	15950.0	21286.0	host,viral,host	5118,15950,16168	1-5118,5119-21068,21069-37236	1-9,10-36,37-46	0,2,0	3,1,7
NC_017323.1||0_partial	0.953	0.0	0.953	dsDNAphage	42538	6	45.8	6.2	42538	50	13	3	Yes	38685.0	3853.0	viral,host	38685,3853	1-38685,38686-42538	1-47,48-50	13,0	0,3
NC_022111.1||0_partial	0.9	0.0	0.9	dsDNAphage	98992	6	30.8	17.1	98992	105	17	37	Yes	43104.0	55888.0	viral,host	43104,55888	1-43104,43105-98992	1-55,56-105	17,0	1,36
NC_014633.1||0_partial	0.9	0.0	0.9	dsDNAphage	200643	16	25.2	22.7	200643	230	29	81	Yes	80085.0	120558.0	viral,host,viral,host	38480,53750,41605,66808	1-38480,38481-92230,92231-133835,133836-200643	1-62,63-116,117-172,173-230	17,1,11,0	1,31,0,49
NC_014838.1||0_partial	0.9	0.0	0.9	dsDNAphage	148380	17	30.3	36.5	148380	166	41	84	Yes	42866.0	105514.0	host,viral,host	3712,42866,101802	1-3712,3713-46578,46579-148380	1-3,4-70,71-166	0,40,1	3,1,80
NC_014908.1||0_partial	0.913	0.007	0.913	dsDNAphage	40008	1	14.5	18.1	40008	69	2	7	Yes	24416.0	15592.0	host,viral,host	4860,24416,10732	1-4860,4861-29276,29277-40008	1-4,5-57,58-69	0,2,0	2,1,4
NC_014824.1||0_partial	0.827	0.0	0.827	dsDNAphage	14142	1	12.9	12.9	14142	19	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_014753.1||0_partial	0.913	0.0	0.913	dsDNAphage	11622	1	6.5	9.7	11622	19	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_015062.1||0_partial	0.907	0.0	0.907	dsDNAphage	125531	14	31.3	38.1	125531	122	31	44	Yes	41480.0	84051.0	host,viral,host	10927,41480,73124	1-10927,10928-52407,52408-125531	1-11,12-63,64-122	0,30,1	4,0,40
NC_015062.1||1_partial	0.987	0.0	0.987	dsDNAphage	79156	10	36.4	21.2	79156	99	31	20	Yes	47438.0	31718.0	viral,host	47438,31718	1-47438,47439-79156	1-72,73-99	31,0	1,19
NC_015162.1||0_partial	0.9	0.0	0.9	dsDNAphage	94679	2	14.1	13.3	94679	123	2	10	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_015386.1||0_partial	0.907	0.0	0.907	dsDNAphage	15063	2	26.9	30.8	15063	14	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_009939.1||0_partial	0.893	0.0	0.893	dsDNAphage	107783	9	20.0	14.8	107783	108	16	15	Yes	76696.0	31087.0	host,viral,host	11164,76696,19923	1-11164,11165-87860,87861-107783	1-13,14-92,93-108	0,16,0	7,1,7
NC_009939.1||1_partial	0.893	0.0	0.893	dsDNAphage	35561	1	16.0	12.0	35561	38	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_009349.1||0_partial	0.987	0.0	0.987	dsDNAphage	24988	1	12.5	22.9	24988	35	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_017645.1||0_partial	0.947	0.0	0.947	dsDNAphage	35283	1	17.9	21.4	35283	44	4	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_017645.1||1_partial	0.9	0.0	0.9	dsDNAphage	19527	1	12.8	25.5	19527	35	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_015694.1||0_partial	0.84	0.0	0.84	dsDNAphage	14294	1	15.6	34.4	14294	20	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_016591.1||0_partial	0.84	0.0	0.84	dsDNAphage	33283	1	16.7	9.3	33283	42	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_016839.1||0_partial	0.887	0.0	0.887	dsDNAphage	29249	1	12.9	25.8	29249	50	3	9	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AP014882.1||0_partial	0.893	0.0	0.893	dsDNAphage	14566	1	13.9	19.4	14566	24	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_017791.1||0_partial	0.9	0.0	0.9	dsDNAphage	48163	5	15.1	2.7	48163	49	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_017060.1||0_partial	0.9	0.0	0.9	dsDNAphage	139837	11	24.8	41.4	139837	145	24	65	Yes	35225.0	104612.0	host,viral,host	5355,35225,99257	1-5355,5356-40580,40581-139837	1-6,7-53,54-145	0,23,1	2,2,61
NC_017966.1||0_partial	0.953	0.007	0.953	dsDNAphage	23268	10	38.5	25.6	23268	26	12	8	Yes	15097.0	8171.0	viral,host	15097,8171	1-15097,15098-23268	1-18,19-26	12,0	1,7
NZ_CP009570.1||0_partial	0.873	0.0	0.873	dsDNAphage	18541	1	13.6	27.3	18541	32	2	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP009567.1||0_partial	0.873	0.0	0.873	dsDNAphage	18541	1	13.6	27.3	18541	32	2	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP009567.1||1_partial	0.953	0.0	0.953	dsDNAphage	23018	1	15.8	26.3	23018	29	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_016585.1||0_partial	0.913	0.0	0.913	dsDNAphage	40937	6	32.1	26.8	40937	43	13	7	Yes	30138.0	10799.0	viral,host	30138,10799	1-30138,30139-40937	1-33,34-43	13,0	1,6
NC_016585.1||1_partial	0.933	0.0	0.933	dsDNAphage	27013	3	20.0	28.9	27013	31	4	7	Yes	17782.0	9231.0	host,viral	9231,17782	1-9231,9232-27013	1-9,10-31	0,4	6,1
NC_016586.1||0_partial	0.913	0.0	0.913	dsDNAphage	33567	3	25.0	26.8	33567	45	5	4	Yes	28263.0	5304.0	viral,host	28263,5304	1-28263,28264-33567	1-36,37-45	5,0	1,3
NC_009453.1||0_partial	0.94	0.0	0.94	dsDNAphage	21598	1	15.4	20.5	21598	25	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_009453.1||1_partial	0.88	0.02	0.88	dsDNAphage	12492	1	18.2	0.0	12492	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_018689.1||0_partial	0.92	0.0	0.92	dsDNAphage	70644	9	33.3	12.3	70644	81	15	9	Yes	67237.0	3407.0	host,viral	3407,67237	1-3407,3408-70644	1-6,7-81	0,15	2,7
NC_019394.1||0_partial	0.86	0.0	0.86	dsDNAphage	37970	1	8.1	8.1	37970	52	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_019699.1||0_partial	0.853	0.02	0.853	dsDNAphage	12857	1	25.9	29.6	12857	16	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_019763.1||0_partial	0.86	0.0	0.86	dsDNAphage	19373	1	25.0	10.7	19373	16	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_020180.1||0_partial	0.92	0.0	0.92	dsDNAphage	56487	1	12.9	22.8	56487	89	6	10	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_020180.1||1_partial	0.92	0.0	0.92	dsDNAphage	45812	1	17.3	25.3	45812	61	4	9	Yes	30643.0	15169.0	viral,host	30643,15169	1-30643,30644-45812	1-42,43-61	4,0	2,7
NC_020394.1||0_partial	0.9	0.0	0.9	dsDNAphage	33433	1	36.4	12.1	33433	21	6	4	Yes	14112.0	19321.0	host,viral,host	15761,14112,3560	1-15761,15762-29873,29874-33433	1-2,3-17,18-21	0,6,0	2,0,2
NC_020553.1||0_partial	0.893	0.047	0.893	dsDNAphage	15490	1	10.7	14.3	15490	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP006661.1||0_partial	0.96	0.0	0.96	dsDNAphage	50678	1	13.8	26.6	50678	78	6	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP006661.1||1_partial	0.9	0.0	0.9	dsDNAphage	28495	1	18.4	22.4	28495	37	4	6	Yes	19519.0	8976.0	viral,host	19519,8976	1-19519,19520-28495	1-26,27-37	4,0	2,4
NZ_CP015231.1||0_partial	0.9	0.0	0.9	dsDNAphage	52413	5	30.4	20.3	52413	58	16	5	Yes	46715.0	5698.0	host,viral	5698,46715	1-5698,5699-52413	1-7,8-58	0,16	3,2
NZ_CP015231.1||1_partial	0.927	0.0	0.927	dsDNAphage	32448	7	33.3	22.9	32448	35	11	8	Yes	21573.0	10875.0	viral,host	21573,10875	1-21573,21574-32448	1-25,26-35	11,0	0,8
NC_021506.1||0_partial	0.9	0.0	0.9	dsDNAphage	60499	2	22.0	31.7	60499	74	7	8	Yes	41728.0	18771.0	viral,host	41728,18771	1-41728,41729-60499	1-60,61-74	7,0	3,5
NC_021845.1||0_partial	0.927	0.0	0.927	dsDNAphage	14429	1	9.4	21.9	14429	20	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_021815.1||0_partial	0.947	0.0	0.947	dsDNAphage	35992	1	12.0	17.3	35992	58	4	10	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_021815.1||1_partial	0.96	0.0	0.96	dsDNAphage	40357	1	17.2	18.8	40357	53	4	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_022045.1||0_partial	0.827	0.0	0.827	dsDNAphage	37258	1	17.9	23.2	37258	44	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_021718.1||0_partial	0.86	0.0	0.86	dsDNAphage	37970	1	8.1	8.1	37970	52	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_021278.1||0_partial	0.827	0.0	0.827	dsDNAphage	49773	2	20.0	15.7	49773	57	1	11	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_021279.1||0_partial	0.893	0.0	0.893	dsDNAphage	72756	1	12.0	13.0	72756	93	4	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NC_023144.1||0_partial	0.853	0.0	0.853	dsDNAphage	16901	1	16.0	16.0	16901	13	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP007036.1||0_partial	0.98	0.0	0.98	dsDNAphage	39681	1	10.0	20.0	39681	37	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP012748.1||0_partial	0.847	0.0	0.847	dsDNAphage	32856	6	18.6	27.9	32856	30	1	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP007453.1||0_partial	0.9	0.0	0.9	dsDNAphage	126424	11	33.3	27.9	126424	135	24	48	Yes	43360.0	83064.0	host,viral,host	3184,43360,79880	1-3184,3185-46544,46545-126424	1-2,3-53,54-135	0,24,0	2,3,43
NZ_CP003952.1||0_partial	0.82	0.0	0.82	dsDNAphage	22140	1	10.0	6.7	22140	27	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP007794.1||0_partial	0.84	0.0	0.84	dsDNAphage	29897	2	19.0	31.0	29897	34	4	6	Yes	10615.0	19282.0	host,viral,host	10558,10615,8724	1-10558,10559-21173,21174-29897	1-9,10-24,25-34	0,4,0	3,0,3
NZ_CP007796.1||0_partial	0.847	0.0	0.847	dsDNAphage	42809	5	27.7	29.8	42809	35	6	21	Yes	22983.0	19826.0	host,viral,host	6106,22983,13720	1-6106,6107-29089,29090-42809	1-6,7-21,22-35	0,6,0	6,2,13
NZ_CP007796.1||1_partial	0.9	0.007	0.9	dsDNAphage	17300	2	36.1	27.8	17300	24	3	6	Yes	8944.0	8356.0	host,viral,host	5115,8944,3241	1-5115,5116-14059,14060-17300	1-6,7-22,23-24	0,3,0	4,0,2
NZ_CP007558.1||0_partial	0.907	0.0	0.907	dsDNAphage	49515	1	17.5	23.8	49515	68	4	10	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP007558.1||1_partial	0.94	0.0	0.94	dsDNAphage	38691	1	15.8	24.6	38691	47	4	5	Yes	26701.0	11990.0	viral,host	26701,11990	1-26701,26702-38691	1-37,38-47	4,0	2,3
NZ_CP004860.1||0_partial	0.88	0.007	0.88	dsDNAphage	20505	1	41.7	19.4	20505	24	6	5	Yes	12091.0	8414.0	viral,host	12091,8414	1-12091,12092-20505	1-14,15-24	6,0	1,4
NZ_CP007732.1||0_partial	0.907	0.0	0.907	dsDNAphage	49526	1	17.5	23.8	49526	68	4	10	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP007732.1||1_partial	0.94	0.0	0.94	dsDNAphage	38691	1	15.8	24.6	38691	47	4	5	Yes	26701.0	11990.0	viral,host	26701,11990	1-26701,26702-38691	1-37,38-47	4,0	2,3
NZ_CP007256.1||0_partial	0.987	0.027	0.987	dsDNAphage	16928	1	8.8	11.8	16928	20	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP008790.1||0_partial	0.9	0.0	0.9	dsDNAphage	70866	1	12.7	23.7	70866	99	4	14	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP008790.1||1_partial	0.953	0.0	0.953	dsDNAphage	30036	1	14.5	23.6	30036	42	4	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP004877.1||0_partial	0.88	0.007	0.88	dsDNAphage	25542	1	38.1	19.0	25542	30	7	7	Yes	11608.0	13934.0	viral,host	11608,13934	1-11608,11609-25542	1-14,15-30	7,0	0,7
NZ_CP008824.1||0_partial	0.907	0.0	0.907	dsDNAphage	49515	1	17.5	23.8	49515	68	4	10	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP008824.1||1_partial	0.933	0.0	0.933	dsDNAphage	33041	1	20.8	26.4	33041	41	3	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP011054.1||0_partial	0.927	0.0	0.927	dsDNAphage	37811	1	22.0	14.0	37811	37	3	9	Yes	24400.0	13411.0	viral,host	24400,13411	1-24400,24401-37811	1-23,24-37	3,0	2,7
NZ_CP011054.1||1_partial	0.927	0.0	0.927	dsDNAphage	25231	1	15.6	9.4	25231	31	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP007625.1||0_partial	0.88	0.0	0.88	dsDNAphage	37107	2	35.6	32.2	37107	47	8	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP007616.1||0_partial	0.893	0.0	0.893	dsDNAphage	43150	1	39.0	20.3	43150	47	6	11	Yes	23501.0	19649.0	viral,host	23501,19649	1-23501,23502-43150	1-28,29-47	6,0	3,8
NZ_CP008899.1||0_partial	0.927	0.0	0.927	dsDNAphage	14429	1	9.4	21.9	14429	20	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP008906.1||0_partial	0.927	0.0	0.927	dsDNAphage	14429	1	9.4	21.9	14429	20	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP012511.1||0_partial	0.86	0.0	0.86	dsDNAphage	19874	3	26.1	26.1	19874	21	4	4	Yes	13633.0	6241.0	host,viral	6241,13633	1-6241,6242-19874	1-8,9-21	0,4	3,1
NZ_CP009439.1||0_partial	0.933	0.007	0.933	dsDNAphage	20059	1	15.6	21.9	20059	20	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016822.1||0_partial	0.98	0.0	0.98	dsDNAphage	15389	1	6.7	13.3	15389	18	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016822.1||1_partial	0.96	0.033	0.96	dsDNAphage	11652	1	4.0	20.0	11652	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP007636.1||0_partial	0.927	0.0	0.927	dsDNAphage	37513	1	15.3	30.5	37513	47	4	4	Yes	30353.0	7160.0	viral,host	30353,7160	1-30353,30354-37513	1-41,42-47	4,0	2,2
NZ_CP007636.1||1_partial	0.9	0.0	0.9	dsDNAphage	19386	1	15.2	28.3	19386	34	3	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP009357.1||0_partial	0.92	0.0	0.92	dsDNAphage	43331	1	12.5	13.9	43331	64	6	10	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP009883.1||0_partial	0.84	0.0	0.84	dsDNAphage	22899	1	9.3	25.6	22899	32	2	4	Yes	10427.0	12472.0	viral,host	10427,12472	1-10427,10428-22899	1-21,22-32	2,0	0,4
NZ_CP009868.1||0_partial	0.973	0.007	0.973	dsDNAphage	33481	1	14.0	18.0	33481	44	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP009868.1||1_partial	0.927	0.0	0.927	dsDNAphage	16940	1	14.0	30.2	16940	29	2	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010092.1||0_partial	0.873	0.0	0.873	dsDNAphage	23236	1	12.8	10.3	23236	27	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010090.1||0_partial	0.907	0.0	0.907	dsDNAphage	219560	12	31.2	15.8	219560	223	32	40	Yes	111306.0	108254.0	viral,host	111306,108254	1-111306,111307-219560	1-123,124-223	31,1	12,28
NZ_CP010360.2||0_partial	0.86	0.0	0.86	dsDNAphage	26873	1	15.4	19.2	26873	41	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP012168.1||0_partial	0.9	0.0	0.9	dsDNAphage	19819	1	12.5	12.5	19819	31	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP012170.1||0_partial	0.927	0.0	0.927	dsDNAphage	14429	1	9.4	21.9	14429	20	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010373.2||0_partial	0.953	0.0	0.953	dsDNAphage	33480	1	12.1	27.6	33480	44	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010373.2||1_partial	0.833	0.0	0.833	dsDNAphage	21125	1	18.8	27.1	21125	36	2	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010369.1||0_partial	0.867	0.007	0.867	dsDNAphage	12253	1	25.9	33.3	12253	19	2	3	Yes	10076.0	2177.0	viral,host	10076,2177	1-10076,10077-12253	1-17,18-19	2,0	1,2
NZ_CP010380.1||0_partial	0.94	0.0	0.94	dsDNAphage	13807	1	11.4	25.7	13807	22	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010385.1||0_partial	0.867	0.0	0.867	dsDNAphage	65704	1	23.3	20.5	65704	73	2	8	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP006909.1||0_partial	0.913	0.0	0.913	dsDNAphage	21365	1	15.2	21.2	21365	21	2	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010420.1||0_partial	0.84	0.007	0.84	dsDNAphage	13707	1	25.9	22.2	13707	17	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010421.1||0_partial	0.92	0.0	0.92	dsDNAphage	31116	1	20.4	27.8	31116	45	2	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP009336.1||0_partial	0.88	0.0	0.88	dsDNAphage	106536	8	25.7	17.1	106536	92	1	19	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP009691.1||0_partial	0.867	0.0	0.867	dsDNAphage	22065	1	19.5	34.1	22065	29	5	6	Yes	7625.0	14440.0	viral,host	7625,14440	1-7625,7626-22065	1-15,16-29	5,0	1,5
NZ_CP009691.1||1_partial	0.84	0.0	0.84	dsDNAphage	17186	1	28.9	18.4	17186	26	4	3	Yes	13530.0	3656.0	viral,host	13530,3656	1-13530,13531-17186	1-21,22-26	4,0	0,3
NZ_CP009650.1||0_partial	0.88	0.0	0.88	dsDNAphage	83598	4	27.2	20.4	83598	102	11	8	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP009967.1||0_partial	0.913	0.0	0.913	dsDNAphage	48231	3	20.0	14.7	48231	63	1	10	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP006725.1||0_partial	0.947	0.0	0.947	dsDNAphage	20451	1	17.0	19.1	20451	36	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP010801.1||0_partial	0.907	0.0	0.907	dsDNAphage	28523	1	15.7	25.5	28523	39	2	5	Yes	19099.0	9424.0	viral,host	19099,9424	1-19099,19100-28523	1-26,27-39	2,0	1,4
NZ_CP011314.1||0_partial	0.853	0.0	0.853	dsDNAphage	17245	1	22.9	48.6	17245	22	8	4	Yes	6829.0	10416.0	host,viral	10416,6829	1-10416,10417-17245	1-12,13-22	0,8	4,0
